name,definitions,distinct_values,top_values
--login-email-autofill-bg,5,5,"rgba(14, 20, 32, 0.88) [1 files] || rgba(255, 255, 255, 0.96) [1 files] || rgba(249, 243, 241, 0.96) [1 files] || rgba(12, 24, 42, 0.92) [1 files] || rgba(9, 14, 24, 0.92) [1 files]"
--login-email-shell-shadow,5,5,"var( --input-shadow-composite, var(--input-shadow) ) [1 files] || 0 4px 10px rgba(0, 0, 0, 0.2), 0 7px 12px -10px rgba(248, 253, 255, 0.08), inset 0 0 0 999px rgba(255, 255, 255, 0.008) [1 files] || 0 4px 10px rgba(2, 6, 16, 0.18), 0 7px 12px -10px rgba(214, 232, 255, 0.1), inset 0 0 0 999px rgba(230, 240, 255, 0.012) [1 files] || 0 4px 10px rgba(0, 0, 0, 0.22), 0 7px 12px -10px rgba(214, 232, 255, 0.08), inset 0 0 0 999px rgba(255, 255, 255, 0.006) [1 files] || var(--input-shadow) [1 files]"
--login-email-shell-shadow-hover,5,5,"var( --input-shadow-hover-composite, var(--input-shadow-hover, var(--input-shadow)) ) [1 files] || 0 5px 12px rgba(0, 0, 0, 0.22), 0 8px 13px -10px rgba(248, 253, 255, 0.1), inset 0 0 0 999px rgba(255, 255, 255, 0.014) [1 files] || 0 5px 12px rgba(2, 6, 16, 0.2), 0 8px 13px -10px rgba(214, 232, 255, 0.12), inset 0 0 0 999px rgba(230, 240, 255, 0.018) [1 files] || 0 5px 12px rgba(0, 0, 0, 0.24), 0 8px 13px -10px rgba(214, 232, 255, 0.1), inset 0 0 0 999px rgba(255, 255, 255, 0.012) [1 files] || var(--input-shadow-hover) [1 files]"
--policy-bottom-fade-rgb,5,5,3 8 18 [1 files] || 247 247 246 [1 files] || 252 248 247 [1 files] || 12 20 34 [1 files] || 11 11 11 [1 files]
--service-map-safe-area-bg,5,5,#10151d [1 files] || #f4f2ee [1 files] || #d7c6c0 [1 files] || #0e1420 [1 files] || #000 [1 files]
--space-backdrop-glow,5,5,"radial-gradient( ellipse at 50% -12%, rgba(255, 255, 255, 0.2) 0%, rgba(255, 255, 255, 0.08) 34%, rgba(255, 255, 255, 0.02) 56%, rgba(255, 255, 255, 0) 74% ) [1 files] || none [1 files] || radial-gradient( ellipse at 50% -14%, rgba(255, 239, 231, 0.34) 0%, rgba(255, 239, 231, 0.14) 34%, rgba(255, 239, 231, 0.035) 56%, rgba(255, 239, 231, 0) 74% ) [1 files] || radial-gradient( ellipse at 50% -12%, rgba(var(--mono-light-rgb), 0.12) 0%, rgba(var(--mono-light-rgb), 0.055) 34%, rgba(var(--mono-light-rgb), 0.014) 56%, rgba(var(--mono-light-rgb), 0) 74% ) [1 files] || radial-gradient( ellipse at 50% -12%, rgba(var(--night-white-rgb), 0.2) 0%, rgba(var(--night-white-rgb), 0.08) 34%, rgba(var(--night-white-rgb), 0.02) 56%, rgba(var(--night-white-rgb), 0) 74% ) [1 files]"
--subscription-error-color,5,5,"rgba(232, 219, 217, 0.9) [1 files] || #c57171 [1 files] || rgba(78, 57, 52, 0.92) [1 files] || rgba(235, 235, 235, 0.9) [1 files] || rgba(214, 226, 245, 0.9) [1 files]"
--wellbeing-field-bg,5,5,"rgba(12, 14, 18, 0.48) [1 files] || rgba(255, 255, 255, 0.5) [1 files] || rgba(255, 255, 255, 0.16) [1 files] || rgba(18, 19, 18, 0.58) [1 files] || var(--hc-field-bg, rgba(9, 14, 24, 0.62)) [1 files]"
--wellbeing-field-bg-hover,5,5,"rgba(18, 21, 28, 0.58) [1 files] || rgba(255, 255, 255, 0.66) [1 files] || rgba(255, 255, 255, 0.23) [1 files] || rgba(28, 29, 28, 0.64) [1 files] || rgba(255, 234, 0, 0.1) [1 files]"
--workspace-card-badge-attention-bg,5,5,"linear-gradient(145deg, rgba(255, 246, 180, 0.34), rgba(255, 255, 255, 0.08)), color-mix(in srgb, #f59e0b 78%, rgba(18, 15, 23, 0.92)) [1 files] || linear-gradient(145deg, rgba(255, 255, 255, 0.28), rgba(255, 246, 180, 0.12)), color-mix(in srgb, #b45309 86%, #2f1f1e) [1 files] || linear-gradient(145deg, rgba(255, 255, 255, 0.28), rgba(255, 246, 180, 0.12)), color-mix(in srgb, #a16207 84%, #403631) [1 files] || linear-gradient(145deg, rgba(255, 255, 255, 0.2), rgba(245, 207, 90, 0.1)), rgba(245, 207, 90, 0.92) [1 files] || var(--hc-bg, #090a0f) [1 files]"
--workspace-card-badge-bg,5,5,"linear-gradient(145deg, rgba(255, 255, 255, 0.28), rgba(255, 255, 255, 0.08)), color-mix(in srgb, var(--title-color, var(--brand-primary, #c57171)) 82%, rgba(18, 15, 23, 0.92)) [1 files] || linear-gradient(145deg, rgba(255, 255, 255, 0.24), rgba(255, 255, 255, 0.06)), color-mix(in srgb, var(--title-color, #8a4b49) 86%, #2f1f1e) [1 files] || linear-gradient(145deg, rgba(255, 255, 255, 0.26), rgba(255, 255, 255, 0.08)), color-mix(in srgb, var(--title-color, #8a4b49) 78%, #403631) [1 files] || linear-gradient(145deg, rgba(255, 255, 255, 0.18), rgba(255, 255, 255, 0.04)), rgba(230, 230, 230, 0.9) [1 files] || var(--hc-bg, #090a0f) [1 files]"
--workspace-card-badge-border,5,5,"rgba(255, 255, 255, 0.32) [1 files] || rgba(122, 58, 56, 0.16) [1 files] || rgba(255, 255, 255, 0.28) [1 files] || rgba(230, 230, 230, 0.46) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--workspace-card-badge-shadow,5,5,"0 0 0 1px rgba(18, 15, 23, 0.28), 0 5px 14px rgba(18, 15, 23, 0.24) [1 files] || 0 0 0 1px rgba(255, 255, 255, 0.34), 0 6px 14px rgba(82, 50, 46, 0.14) [1 files] || 0 0 0 1px rgba(255, 255, 255, 0.26), 0 6px 14px rgba(38, 24, 22, 0.12) [1 files] || 0 0 0 1px rgba(10, 10, 10, 0.34), 0 6px 14px rgba(0, 0, 0, 0.22) [1 files] || none [1 files]"
--workspace-card-badge-tooltip-bg,5,5,"rgba(18, 15, 23, 0.92) [1 files] || rgba(255, 255, 255, 0.96) [1 files] || rgba(253, 250, 248, 0.96) [1 files] || rgba(18, 18, 18, 0.96) [1 files] || var(--hc-bg, #090a0f) [1 files]"
--workspace-card-badge-tooltip-border,5,5,"rgba(255, 255, 255, 0.16) [1 files] || rgba(122, 58, 56, 0.12) [1 files] || rgba(122, 58, 56, 0.1) [1 files] || rgba(230, 230, 230, 0.24) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--workspace-card-badge-tooltip-shadow,5,5,"0 10px 24px rgba(0, 0, 0, 0.24) [1 files] || 0 10px 24px rgba(82, 50, 46, 0.14) [1 files] || 0 10px 24px rgba(38, 24, 22, 0.12) [1 files] || 0 10px 24px rgba(0, 0, 0, 0.32) [1 files] || none [1 files]"
--workspace-elevated-card-bg,5,5,"linear-gradient(145deg, rgba(var(--dark-white-rgb), 0.08), rgba(var(--dark-white-rgb), 0.035)), color-mix(in srgb, var(--glass-ring-surface-bg, rgba(var(--dark-black-rgb), 0.25)) 64%, transparent) [1 files] || var(--hc-panel-bg) [1 files] || linear-gradient(145deg, rgba(var(--mono-mid-rgb), 0.07), rgba(var(--mono-mid-rgb), 0.028)), color-mix(in srgb, var(--glass-ring-surface-bg) 84%, transparent) [1 files] || linear-gradient(145deg, rgba(214, 214, 214, 0.07), rgba(214, 214, 214, 0.028)), color-mix(in srgb, var(--glass-ring-surface-bg) 84%, transparent) [1 files] || linear-gradient(145deg, rgba(255, 255, 255, 0.08), rgba(255, 255, 255, 0.035)), color-mix(in srgb, var(--glass-ring-surface-bg, rgba(0, 0, 0, 0.25)) 64%, transparent) [1 files]"
--workspace-feature-checkbox-body-text,5,5,"color-mix(in srgb, var(--workspace-feature-checkbox-text) 86%, transparent) [1 files] || #4b5567 [1 files] || #536071 [1 files] || rgba(222, 228, 237, 0.82) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--workspace-feature-checkbox-text,5,5,"var(--workspace-feature-text) [1 files] || #1f2937 [1 files] || #2f3a4a [1 files] || rgba(234, 238, 245, 0.94) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--chat-window-scroll-top-fade-end-focus,5,4,0.82rem [1 files] || 1.5rem [1 files] || 1.34rem [1 files] || 1.4rem [1 files]
--chat-window-scroll-top-fade-mid-focus,5,4,0.45rem [1 files] || 0.84rem [1 files] || 0.76rem [1 files] || 0.8rem [1 files]
--chat-window-scroll-top-fade-start-focus,5,4,0.2rem [1 files] || 0.42rem [1 files] || 0.38rem [1 files] || 0.4rem [1 files]
--csp-surface,5,4,"var( --glass-surface-bg, var(--glass-surface-bg, rgba(10, 12, 18, 0.94)) ) [1 files] || var(--glass-surface-bg, rgba(0, 0, 0, 0.25)) [1 files] || rgba(10, 12, 18, 0.94) [1 files] || rgba(252, 253, 255, 0.94) [1 files]"
--documents-elevated-bg,5,4,"linear-gradient(145deg, rgba(255, 255, 255, 0.08), rgba(255, 255, 255, 0.035)), color-mix(in srgb, var(--glass-ring-surface-bg, rgba(0, 0, 0, 0.25)) 64%, transparent) [1 files] || var(--mono-orbit-surface) [1 files] || rgba(255, 255, 255, 0.72) [1 files] || rgba(255, 255, 255, 0.48) [1 files]"
--documents-elevated-bg-hover,5,4,"var(--documents-elevated-bg) [1 files] || var(--mono-orbit-surface-hover) [1 files] || rgba(255, 255, 255, 0.84) [1 files] || rgba(255, 255, 255, 0.58) [1 files]"
--drawer-card-bg-active,5,4,"var(--subpage-card-bg-hover) [2 files] || rgba(14, 20, 32, 0.98) [1 files] || var(--subpage-card-bg-hover, var(--subpage-card-bg)) [1 files] || var(--chat-card-surface-night-standard-flat-bg) [1 files]"
--drawer-card-bg-hover,5,4,"var(--subpage-card-bg-hover) [2 files] || rgba(14, 20, 32, 0.98) [1 files] || var(--subpage-card-bg-hover, var(--subpage-card-bg)) [1 files] || var(--chat-card-surface-night-standard-flat-bg) [1 files]"
--drawer-card-border,5,4,"transparent [2 files] || rgba(var(--hc-accent-rgb), 0.56) [1 files] || rgba(var(--mono-light-rgb), 0.1) [1 files] || rgba(255, 234, 0, 0.56) [1 files]"
--drawer-card-border-active,5,4,"transparent [2 files] || rgba(var(--hc-accent-rgb), 0.92) [1 files] || rgba(var(--mono-light-rgb), 0.18) [1 files] || rgba(255, 234, 0, 0.92) [1 files]"
--drawer-card-border-hover,5,4,"transparent [2 files] || rgba(var(--hc-accent-rgb), 0.9) [1 files] || rgba(var(--mono-light-rgb), 0.16) [1 files] || rgba(255, 234, 0, 0.56) [1 files]"
--drawer-card-shadow-active,5,4,"var(--subpage-card-shadow-hover) [2 files] || none [1 files] || var(--subpage-card-shadow-hover, var(--subpage-card-shadow)) [1 files] || 0 0 14px rgba(255, 234, 0, 0.14), 0 12px 26px rgba(0, 0, 0, 0.24), 0 0 28px -16px rgba(255, 234, 0, 0.2) [1 files]"
--glass-ring-edge-stroke-width-desktop,5,4,1.36px [2 files] || 1.4px [1 files] || 1.46px [1 files] || 1.34px [1 files]
--help-scroll-fade-bottom,5,4,"clamp(0.98rem, 2.45vh, 1.48rem) [2 files] || clamp(0.72rem, 1.8vh, 1.08rem) [1 files] || clamp(0.28rem, 0.8vh, 0.5rem) [1 files] || clamp(1.08rem, 2.75vh, 1.66rem) [1 files]"
--help-scroll-fade-top,5,4,"clamp(1.08rem, 2.7vh, 1.62rem) [2 files] || clamp(0.82rem, 2vh, 1.18rem) [1 files] || clamp(0.22rem, 0.7vh, 0.42rem) [1 files] || clamp(1.24rem, 3.05vh, 1.84rem) [1 files]"
--home-prose-color,5,4,"rgba(245, 245, 245, 0.93) [2 files] || var(--text-strong, #1f2937) [1 files] || rgba(242, 241, 239, 0.92) [1 files] || var(--hc-accent) [1 files]"
--orbit-center-size,5,4,"clamp(8.2rem, 15vw, 10.4rem) [1 files] || clamp(10.2rem, 44vw, 12rem) [1 files] || clamp(9.8rem, 40vw, 11.2rem) !important [1 files] || clamp(10.1rem, 43vw, 11.8rem) [1 files]"
--ring-pad-top,5,4,"clamp( calc(1.6 * var(--base-rem)), 4.2vw, calc(2.6 * var(--base-rem)) ) [2 files] || clamp( calc(0.4 * var(--base-rem)), 1.4vh, calc(1.1 * var(--base-rem)) ) [1 files] || clamp( calc(1 * var(--base-rem)), 3vh, calc(1.8 * var(--base-rem)) ) [1 files] || clamp( calc(1.2 * var(--base-rem)), 3.4vh, calc(2.1 * var(--base-rem)) ) [1 files]"
--ui-checkbox-accent,5,4,"var(--title-color, var(--brand-primary, #c57171)) [1 files] || var(--title-color, #7a3a38) [1 files] || var(--title-color, #8d4d4a) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--workspace-card-badge-tooltip-text,5,4,"var(--text-strong, #1f2937) [1 files] || var(--glass-surface-text, #f2f2f2) [1 files] || var(--mono-text, #c8c8c8) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--drawer-card-bg,5,3,"var(--subpage-card-bg) [3 files] || rgba(14, 20, 32, 0.98) [1 files] || var(--chat-card-surface-night-standard-bg) [1 files]"
--glass-ring-edge-stroke-blur-desktop,5,3,0.12px [3 files] || 0.1px [1 files] || 0.14px [1 files]
--link-color,5,3,var(--mono-title) [2 files] || var(--hc-accent) [1 files] || #7a3a38 [1 files]
--orbit-center-icon-size,5,3,calc(var(--orbit-center-size) * 0.46) [1 files] || calc(var(--orbit-center-size) * 0.45) [2 files] || calc(var(--orbit-center-size) * 0.435) !important [1 files]
--orbit-keypad-fill,5,3,"radial-gradient( 124% 124% at 24% 18%, rgba(228, 239, 255, 0.074) 0%, rgba(228, 239, 255, 0.031) 22%, rgba(228, 239, 255, 0.01) 38%, rgba(228, 239, 255, 0) 54% ), linear-gradient( 160deg, rgba(45, 53, 68, 0.47) 0%, rgba(28, 35, 47, 0.43) 48%, rgba(16, 22, 31, 0.37) 100% ), rgba(18, 24, 34, 0.35) [2 files] || var(--mono-orbit-surface) [1 files] || radial-gradient( 124% 124% at 24% 18%, rgba(244, 247, 255, 0.078) 0%, rgba(244, 247, 255, 0.034) 22%, rgba(244, 247, 255, 0.01) 38%, rgba(244, 247, 255, 0) 54% ), linear-gradient( 160deg, rgba(50, 56, 67, 0.5) 0%, rgba(29, 35, 44, 0.46) 48%, rgba(16, 21, 28, 0.4) 100% ), rgba(18, 22, 28, 0.38) [1 files]"
--orbit-keypad-fill-center,5,3,"radial-gradient( 124% 124% at 24% 18%, rgba(228, 239, 255, 0.074) 0%, rgba(228, 239, 255, 0.031) 22%, rgba(228, 239, 255, 0.01) 38%, rgba(228, 239, 255, 0) 54% ), linear-gradient( 160deg, rgba(45, 53, 68, 0.47) 0%, rgba(28, 35, 47, 0.43) 48%, rgba(16, 22, 31, 0.37) 100% ), rgba(18, 24, 34, 0.35) [2 files] || var(--mono-orbit-surface) [1 files] || radial-gradient( 120% 120% at 24% 18%, rgba(255, 255, 255, 0.078) 0%, rgba(255, 255, 255, 0.036) 22%, rgba(255, 255, 255, 0.012) 38%, rgba(255, 255, 255, 0) 54% ), linear-gradient( 160deg, rgba(54, 57, 62, 0.6) 0%, rgba(35, 38, 43, 0.56) 48%, rgba(21, 24, 28, 0.51) 100% ), rgba(24, 27, 31, 0.48) [1 files]"
--orbit-keypad-fill-item,5,3,"radial-gradient( 158% 140% at 50% 14%, rgba(228, 239, 255, 0.085) 0%, rgba(228, 239, 255, 0.039) 30%, rgba(228, 239, 255, 0.015) 54%, rgba(228, 239, 255, 0) 76% ), linear-gradient( 160deg, rgba(44, 52, 65, 0.53) 0%, rgba(30, 36, 47, 0.5) 48%, rgba(21, 26, 35, 0.46) 100% ), rgba(19, 25, 35, 0.43) [2 files] || var(--mono-orbit-surface) [1 files] || radial-gradient( 156% 138% at 50% 14%, rgba(244, 247, 255, 0.078) 0%, rgba(244, 247, 255, 0.036) 30%, rgba(244, 247, 255, 0.013) 54%, rgba(244, 247, 255, 0) 76% ), linear-gradient( 160deg, rgba(47, 53, 63, 0.51) 0%, rgba(31, 36, 44, 0.49) 48%, rgba(21, 25, 31, 0.45) 100% ), rgba(20, 24, 30, 0.41) [1 files]"
--orbit-stack-fade-rgb,5,3,0 0 0 [1 files] || 255 255 255 [1 files] || 11 11 11 [1 files]
--workspace-card-badge-text,5,3,"#fff [1 files] || #141414 [1 files] || var(--hc-accent, #ffea00) [1 files]"
--edge-proximity,5,2,0 [3 files] || 100 [1 files]
--rail-profile-scale,5,2,1 [1 files] || 1.2 [1 files]
--ring-base-max,5,2,calc(54 * var(--base-rem)) [4 files] || calc(50 * var(--base-rem)) [1 files]
--ring-base-min,5,2,calc(36 * var(--base-rem)) [4 files] || calc(34 * var(--base-rem)) [1 files]
--ring-desktop-max,5,2,calc(58 * var(--base-rem)) [4 files] || calc(55 * var(--base-rem)) [1 files]
--workspace-elevated-card-bg-hover,5,2,var(--workspace-elevated-card-bg) [3 files] || var(--hc-panel-bg-hover) [1 files]
--chat-diameter,4,4,"var(--ring-diameter, var(--ring-diameter-default)) [1 files] || clamp(660px, 94vmin, 1240px) [1 files] || clamp(520px, 82vmin, 940px) [1 files] || clamp(580px, 86vmin, 1020px) [1 files]"
--chat-input-max-w,4,4,"min(100%, calc(100vw - 6.45rem)) [1 files] || min( 100%, calc( var(--chat-input-available-inline) - var(--chat-input-side-controls-inline) - (var(--chat-input-row-edge-pad) * 2) - 0.6rem ) ) [1 files] || min( clamp(calc(20 * var(--base-rem)), calc(var(--chat-window-max-w) * 0.87), calc(31.5 * var(--base-rem))), calc(var(--chat-window-max-w) - clamp(calc(1.35 * var(--base-rem)), calc(var(--chat-shell-inline-size) * 0.026), calc(2.25 * var(--base-rem)))) ) [1 files] || 100% [1 files]"
--click-pulse-ring-color,4,4,"rgba(104, 104, 104, 0.6) [1 files] || rgba(96, 70, 65, 0.74) [1 files] || rgba(230, 230, 230, 0.5) [1 files] || rgba(255, 255, 255, 0.6) [1 files]"
--covision-danger-bg,4,4,"rgba(58, 22, 25, 0.62) [1 files] || rgba(255, 249, 248, 0.96) [1 files] || rgba(255, 238, 235, 0.52) [1 files] || var(--hc-bg, #090a0f) [1 files]"
--covision-danger-border,4,4,"rgba(208, 116, 108, 0.3) [1 files] || rgba(159, 79, 75, 0.24) [1 files] || rgba(154, 72, 68, 0.26) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-danger-text,4,4,"rgba(255, 223, 218, 0.98) [1 files] || #9f4f4b [1 files] || #7f3936 [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-divider,4,4,"rgba(248, 253, 255, 0.13) [1 files] || rgba(122, 58, 56, 0.14) [1 files] || rgba(126, 95, 88, 0.16) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-dropdown-bg,4,4,"rgb(18, 22, 32) [1 files] || rgb(255, 255, 255) [1 files] || rgb(255, 250, 248) [1 files] || rgb(17, 27, 40) [1 files]"
--covision-dropdown-item-bg,4,4,"rgb(18, 22, 32) [1 files] || rgb(255, 255, 255) [1 files] || rgb(255, 250, 248) [1 files] || rgb(17, 27, 40) [1 files]"
--covision-dropdown-item-bg-hover,4,4,"rgb(29, 34, 46) [1 files] || rgb(247, 240, 237) [1 files] || rgb(246, 237, 233) [1 files] || rgb(29, 43, 60) [1 files]"
--covision-dropdown-shadow,4,4,"inset 0 0 0 1px rgba(255, 255, 255, 0.06), 0 18px 38px rgba(0, 0, 0, 0.24) [1 files] || inset 0 0 0 1px rgba(122, 58, 56, 0.06), 0 18px 38px rgba(82, 50, 46, 0.16) [1 files] || inset 0 0 0 1px rgba(126, 95, 88, 0.07), 0 18px 38px rgba(38, 24, 22, 0.18) [1 files] || inset 0 0 0 1px rgba(216, 226, 235, 0.06), 0 18px 38px rgba(0, 0, 0, 0.28) [1 files]"
--covision-lead-text,4,4,"rgba(244, 248, 255, 0.94) [1 files] || #324158 [1 files] || #334055 [1 files] || rgba(243, 248, 255, 0.94) [1 files]"
--covision-secondary-button-text,4,4,"var(--covision-text) [1 files] || #253246 [1 files] || #263244 [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-success-bg,4,4,"rgba(18, 44, 34, 0.62) [1 files] || rgba(247, 252, 249, 0.94) [1 files] || rgba(237, 246, 241, 0.52) [1 files] || var(--hc-bg, #090a0f) [1 files]"
--covision-success-border,4,4,"rgba(88, 148, 118, 0.26) [1 files] || rgba(52, 118, 79, 0.22) [1 files] || rgba(52, 118, 79, 0.24) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-success-text,4,4,"rgba(223, 246, 236, 0.96) [1 files] || #356851 [1 files] || #315f4a [1 files] || var(--hc-accent, #ffea00) [1 files]"
--documents-error-text,4,4,var(--mono-title-soft) [1 files] || var(--hc-accent) [1 files] || #ffd6d6 [1 files] || #7f1d1d [1 files]
--documents-info-text,4,4,var(--mono-text) [1 files] || var(--hc-accent) [1 files] || #d5f0ff [1 files] || #0f172a [1 files]
--documents-muted-text,4,4,"var(--hc-accent) [1 files] || var(--documents-page-strong) [1 files] || #334155 [1 files] || rgba(228, 236, 255, 0.94) [1 files]"
--documents-success-text,4,4,var(--mono-text) [1 files] || var(--hc-accent) [1 files] || #d7ffe1 [1 files] || #166534 [1 files]
--documents-warning-text,4,4,var(--mono-text) [1 files] || var(--hc-accent) [1 files] || #f9deb0 [1 files] || #854d0e [1 files]
--drawer-delete-shadow,4,4,"0 10px 24px rgba(2, 6, 23, 0.22) [1 files] || 0 10px 22px rgba(15, 23, 42, 0.08) [1 files] || 0 9px 20px rgba(31, 23, 22, 0.08) [1 files] || 0 10px 24px rgba(4, 10, 18, 0.22) [1 files]"
--drawer-delete-shadow-hover,4,4,"0 12px 28px rgba(2, 6, 23, 0.3) [1 files] || 0 12px 26px rgba(15, 23, 42, 0.12) [1 files] || 0 12px 24px rgba(31, 23, 22, 0.12) [1 files] || 0 12px 28px rgba(4, 10, 18, 0.28) [1 files]"
--home-card-glow-active,4,4,"0 0 11px rgba(255, 255, 255, 0.16), 0 0 21px rgba(255, 255, 255, 0.085) [1 files] || 0 0 11px rgba(255, 244, 240, 0.145), 0 0 21px rgba(255, 244, 240, 0.078) [1 files] || 0 0 13px rgba(255, 248, 186, 0.26), 0 0 26px rgba(var(--hc-accent-rgb),0.12) [1 files] || 0 0 13px rgba(190, 220, 255, 0.22), 0 0 28px rgba(120, 168, 230, 0.11) [1 files]"
--home-card-glow-idle,4,4,"0 0 8px rgba(255, 255, 255, 0.11), 0 0 16px rgba(255, 255, 255, 0.06) [1 files] || 0 0 8px rgba(255, 244, 240, 0.09), 0 0 16px rgba(255, 244, 240, 0.05) [1 files] || 0 0 11px rgba(255, 245, 160, 0.22), 0 0 22px rgba(var(--hc-accent-rgb),0.1) [1 files] || 0 0 11px rgba(190, 220, 255, 0.18), 0 0 22px rgba(120, 168, 230, 0.09) [1 files]"
--link-gold,4,4,var(--hc-accent) [1 files] || #7a3a38 [1 files] || var(--mono-title) [1 files] || var(--brand-primary) [1 files]
--link-gold-hover,4,4,var(--hc-accent-soft) [1 files] || #7a3a38 [1 files] || var(--mono-title-soft) [1 files] || var(--brand-primary) [1 files]
--orbit-item-glow,4,4,"0 0 5px rgba(var(--hc-accent-rgb), 0.2), 0 0 8px rgba(var(--hc-accent-rgb), 0.1) [1 files] || 0 0 5px rgba(255, 255, 255, 0.12), 0 0 10px rgba(255, 252, 248, 0.055) [1 files] || 0 0 5px rgba(255, 255, 255, 0.13), 0 0 10px rgba(255, 252, 248, 0.06) [1 files] || 0 0 6px rgba(255, 234, 0, 0.2), 0 0 10px rgba(255, 234, 0, 0.1) [1 files]"
--orbit-ring-glow,4,4,"0 0 10px rgba(var(--hc-accent-rgb), 0.28), 0 0 18px rgba(var(--hc-accent-rgb), 0.14) [1 files] || 0 0 10px rgba(255, 255, 255, 0.16), 0 0 20px rgba(255, 252, 248, 0.07) [1 files] || 0 0 10px rgba(255, 255, 255, 0.18), 0 0 20px rgba(255, 252, 248, 0.08) [1 files] || 0 0 12px rgba(255, 234, 0, 0.24), 0 0 24px rgba(255, 234, 0, 0.12) [1 files]"
--page-info-dot-color,4,4,"#7A3A38 [1 files] || #c57171 [1 files] || var(--mono-title, #c57171) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--page-info-ring-color,4,4,"#c57171 [1 files] || #7A3A38 [1 files] || var(--mono-title, #c57171) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--service-map-marker-label-size,4,4,"min(20.2px, var(--service-map-marker-label-max-size)) [1 files] || min(24.2px, var(--service-map-marker-label-max-size)) [1 files] || 35px [1 files] || min(13.8px, var(--service-map-marker-label-max-size)) [1 files]"
--wellbeing-checkbox-bg-checked,4,4,"color-mix(in srgb, var(--title-color, #c57171) 18%, transparent) [1 files] || rgba(122, 58, 56, 0.16) [1 files] || rgba(232, 238, 224, 0.14) [1 files] || rgba(255, 234, 0, 0.16) [1 files]"
--workspace-feature-field-bg,4,4,"var(--input-bg, var(--workspace-feature-surface)) [1 files] || #000 [1 files] || var(--hc-field-bg) [1 files] || var(--mono-input-surface) [1 files]"
--workspace-feature-field-bg-hover,4,4,"var( --input-bg-hover, var(--workspace-feature-surface-hover) ) [1 files] || #000 [1 files] || var(--hc-field-bg-hover) [1 files] || var(--mono-input-surface-hover) [1 files]"
--workspace-feature-field-border,4,4,"var(--input-border, 1px solid var(--workspace-feature-border)) [1 files] || 2px solid var(--hc-accent, #ffea00) [1 files] || 2px solid rgba(var(--hc-accent-rgb),0.72) [1 files] || 1px solid rgba(var(--mono-mid-rgb), 0.16) [1 files]"
--workspace-feature-field-placeholder,4,4,"var( --input-placeholder, color-mix(in srgb, var(--workspace-feature-text) 58%, transparent) ) [1 files] || rgba(255, 234, 0, 0.92) [1 files] || rgba(var(--hc-accent-rgb),0.92) [1 files] || rgba(var(--mono-light-rgb), 0.72) [1 files]"
--workspace-feature-field-text,4,4,"var(--input-text, var(--workspace-feature-text)) [1 files] || var(--hc-accent, #ffea00) [1 files] || var(--hc-accent) [1 files] || var(--mono-text) [1 files]"
--workspace-feature-option-bg,4,4,"var(--chat-ui-solid-surface, var(--opaque-panel-bg, #171a20)) [1 files] || var(--chat-ui-solid-surface, #f8f8f7) [1 files] || #000 [1 files] || rgb(28, 28, 28) [1 files]"
--workspace-feature-option-text,4,4,"var(--workspace-feature-text) [1 files] || #243044 [1 files] || var(--hc-accent, #ffea00) [1 files] || var(--mono-text) [1 files]"
--workspace-glass-inline-size,4,4,"calc( var(--workspace-glass-diameter) + var(--chat-focus-inline-extra) ) [1 files] || var(--workspace-glass-diameter) [1 files] || var(--ring-diameter, var(--workspace-glass-diameter)) [1 files] || var( --ring-diameter, var(--workspace-glass-diameter) ) [1 files]"
--chat-analysis-preview-surface,4,3,var(--subpage-card-bg) [2 files] || var(--chat-card-surface-standard-bg) [1 files] || var(--chat-card-surface-night-standard-bg) [1 files]
--chat-composer-action-icon-color,4,3,"#7a3a38 [2 files] || var(--workspace-feature-accent, var(--title-color, #8a4b49)) [1 files] || var(--mono-title) [1 files]"
--chat-invite-list-border,4,3,"transparent [2 files] || rgba(var(--hc-accent-rgb),0.48) [1 files] || var(--subpage-card-border) [1 files]"
--chat-invite-shadow,4,3,"none [1 files] || 0 6px 16px rgba(0, 0, 0, 0.22), var( --invite-under-glow, 0 10px 18px -14px rgba(248, 253, 255, 0.72), 0 22px 32px -22px rgba(248, 253, 255, 0.44) ) [1 files] || var(--subpage-card-shadow) [1 files]"
--drawer-title-text,4,3,"var(--mono-title) [2 files] || var(--hc-accent) [1 files] || var(--brand-primary, #c57171) [1 files]"
--link-brand-text,4,3,var(--mono-title) [2 files] || var(--hc-accent) [1 files] || #7a3a38 [1 files]
